17:44:24.958 [atcher-4] INFO     a.e.s.Slf4jLogger - Slf4jLogger started
17:49:25.423 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:25.423 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:25.423 [atcher-2] DEBUG    t.r.ircLogicTests - received handled message CardPlayWithPosition(2,1)
17:49:25.423 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:25.423 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:28.442 [atcher-2] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:49:29.424 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:29.424 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:29.425 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:29.425 [tcher-16] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:29.425 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message CardPlayWithPosition(1,1)
17:49:29.425 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:29.425 [atcher-5] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:33.425 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:33.425 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:33.426 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:33.426 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:33.426 [atcher-7] DEBUG    t.r.ircLogicTests - received handled message CardPlayWithPosition(3,1)
17:49:33.426 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:33.426 [atcher-7] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:33.462 [tcher-10] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:49:37.427 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:37.427 [tcher-20] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:37.428 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:37.428 [atcher-5] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:37.428 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message NormalAttack(4,1)
17:49:37.428 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:37.428 [tcher-20] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:37.428 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:37.428 [tcher-20] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:38.474 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:49:41.428 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:41.428 [atcher-7] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:41.429 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:41.429 [tcher-20] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:41.429 [atcher-7] DEBUG    t.r.ircLogicTests - received handled message NormalAttack(1,2)
17:49:41.429 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:41.429 [atcher-7] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:41.429 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:41.429 [atcher-4] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:43.484 [atcher-7] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:49:45.429 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:49:45.429 [atcher-5] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:49:45.430 [atcher-5] DEBUG         tph.ircLogic - received handled message Check
17:49:45.430 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message EndTurn()
17:49:45.430 [atcher-5] DEBUG         tph.ircLogic - received handled message Activate
17:49:48.435 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:49:48.495 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:49:51.445 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:49:53.506 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:49:54.457 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:49:57.467 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:49:58.517 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:00.477 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:03.488 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:50:03.528 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:06.508 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:08.539 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:09.519 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:50:12.540 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:13.550 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:15.550 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:18.561 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:18.561 [atcher-5] DEBUG         tph.ircLogic - received handled message Check
17:50:21.581 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:23.581 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:24.592 [atcher-5] DEBUG         tph.ircLogic - received handled message Check
17:50:27.602 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:28.592 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:30.616 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:33.606 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:33.636 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:36.656 [atcher-5] DEBUG         tph.ircLogic - received handled message Check
17:50:38.626 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:39.676 [atcher-5] DEBUG         tph.ircLogic - received handled message Check
17:50:42.696 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:43.646 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:45.716 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:48.667 [atcher-5] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:48.737 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:50:51.757 [atcher-5] DEBUG         tph.ircLogic - received handled message Check
17:50:53.457 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message MultipleFutureAdjustmentResults
17:50:53.458 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:50:53.458 [tcher-12] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:50:53.499 [tcher-12] ERROR .a.OneForOneStrategy - -1
java.lang.IndexOutOfBoundsException: -1
	at scala.collection.mutable.ListBuffer.apply(ListBuffer.scala:126) ~[scala-library-2.11.7.jar:na]
	at tph.research.ircLogicTests.MultipleFutureAdjustmentResults(ircLogicTests.scala:913) ~[classes/:na]
	at tph.research.ircLogicTests$$anonfun$receive$1.applyOrElse(ircLogicTests.scala:75) ~[classes/:na]
	at scala.runtime.AbstractPartialFunction.apply(AbstractPartialFunction.scala:36) ~[scala-library-2.11.7.jar:na]
	at akka.event.LoggingReceive.apply(LoggingReceive.scala:64) ~[akka-actor_2.11-2.4.1.jar:na]
	at akka.event.LoggingReceive.apply(LoggingReceive.scala:50) ~[akka-actor_2.11-2.4.1.jar:na]
	at scala.PartialFunction$class.applyOrElse(PartialFunction.scala:123) ~[scala-library-2.11.7.jar:na]
	at akka.event.LoggingReceive.applyOrElse(LoggingReceive.scala:50) ~[akka-actor_2.11-2.4.1.jar:na]
	at akka.actor.Actor$class.aroundReceive(Actor.scala:480) ~[akka-actor_2.11-2.4.1.jar:na]
	at tph.research.ircLogicTests.aroundReceive(ircLogicTests.scala:22) ~[classes/:na]
	at akka.actor.ActorCell.receiveMessage(ActorCell.scala:526) [akka-actor_2.11-2.4.1.jar:na]
	at akka.actor.ActorCell.invoke(ActorCell.scala:495) [akka-actor_2.11-2.4.1.jar:na]
	at akka.dispatch.Mailbox.processMailbox(Mailbox.scala:257) [akka-actor_2.11-2.4.1.jar:na]
	at akka.dispatch.Mailbox.run(Mailbox.scala:224) [akka-actor_2.11-2.4.1.jar:na]
	at akka.dispatch.Mailbox.exec(Mailbox.scala:234) [akka-actor_2.11-2.4.1.jar:na]
	at scala.concurrent.forkjoin.ForkJoinTask.doExec(ForkJoinTask.java:260) [scala-library-2.11.7.jar:na]
	at scala.concurrent.forkjoin.ForkJoinPool$WorkQueue.runTask(ForkJoinPool.java:1339) [scala-library-2.11.7.jar:na]
	at scala.concurrent.forkjoin.ForkJoinPool.runWorker(ForkJoinPool.java:1979) [scala-library-2.11.7.jar:na]
	at scala.concurrent.forkjoin.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:107) [scala-library-2.11.7.jar:na]
17:50:53.688 [tcher-12] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:50:53.688 [tcher-20] DEBUG  t.research.IrcVoter - nickname = voter1
17:50:53.688 [tcher-12] DEBUG    tph.LogFileReader - Game Status Cleared
17:50:53.688 [tcher-12] DEBUG       tph.GameStatus - received handled message GameOver()
17:50:54.770 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:50:57.790 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:51:00.808 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
